PO number,GRN No.,Item number,Item Description,UoM,Qnty received,Supplier code,Received Location
PO-80124,GRN100101223,ITM-004,Silicone Sealant,TUB,748,SUP-1044,US/New York
PO-80125,GRN100101224,ITM-005,Logic Chip,PCS,1573,SUP-1044,Philippines/Manila
PO-80126,GRN100101225,ITM-001,High Precision Resistor,PCS,873,SUP-1045,Taiwan/Taipei
PO-80127,GRN100101226,ITM-002,Thermal Paste,TUB,1730,SUP-1045,Taiwan/Taipei
PO-80128,GRN100101227,ITM-003,Capacitor 100uF,PCS,1725,SUP-1045,Taiwan/Taipei
PO-80129,GRN100101228,ITM-004,Silicone Sealant,TUB,1296,SUP-1045,Taiwan/Taipei
PO-80130,GRN100101229,ITM-005,Logic Chip,PCS,1198,SUP-1045,US/New York
PO-80131,GRN100101230,ITM-001,High Precision Resistor,PCS,905,SUP-1046,Taiwan/Taipei
PO-80132,GRN100101231,ITM-002,Thermal Paste,TUB,627,SUP-1046,US/New York
PO-80133,GRN100101232,ITM-003,Capacitor 100uF,PCS,595,SUP-1046,US/New York
PO-80134,GRN100101233,ITM-004,Silicone Sealant,TUB,905,SUP-1046,Philippines/Manila
PO-80135,GRN100101234,ITM-005,Logic Chip,PCS,856,SUP-1046,Philippines/Manila
PO-80136,GRN100101235,ITM-001,High Precision Resistor,PCS,874,SUP-1047,US/New York
PO-80137,GRN100101236,ITM-002,Thermal Paste,TUB,902,SUP-1047,US/New York
PO-80138,GRN100101237,ITM-003,Capacitor 100uF,PCS,1774,SUP-1047,Taiwan/Taipei
PO-80139,GRN100101238,ITM-004,Silicone Sealant,TUB,1875,SUP-1047,US/New York
PO-80140,GRN100101239,ITM-005,Logic Chip,PCS,1623,SUP-1047,Taiwan/Taipei
PO-80141,GRN100101240,ITM-001,High Precision Resistor,PCS,1089,SUP-1048,US/New York
PO-80142,GRN100101241,ITM-002,Thermal Paste,TUB,1531,SUP-1048,Philippines/Manila
PO-80143,GRN100101242,ITM-003,Capacitor 100uF,PCS,1548,SUP-1048,Philippines/Manila
PO-80144,GRN100101243,ITM-004,Silicone Sealant,TUB,910,SUP-1048,Philippines/Manila
PO-80145,GRN100101244,ITM-005,Logic Chip,PCS,1225,SUP-1048,Philippines/Manila
PO-80146,GRN100101245,ITM-001,High Precision Resistor,PCS,556,SUP-1049,Philippines/Manila
PO-80147,GRN100101246,ITM-002,Thermal Paste,TUB,1869,SUP-1049,Philippines/Manila
PO-80148,GRN100101247,ITM-003,Capacitor 100uF,PCS,840,SUP-1049,Taiwan/Taipei
PO-80149,GRN100101248,ITM-004,Silicone Sealant,TUB,1588,SUP-1049,US/New York
PO-80150,GRN100101249,ITM-005,Logic Chip,PCS,1797,SUP-1049,US/New York
PO-80151,GRN100101250,ITM-001,High Precision Resistor,PCS,1760,SUP-1050,US/New York
PO-80152,GRN100101251,ITM-002,Thermal Paste,TUB,1067,SUP-1050,Philippines/Manila
PO-80153,GRN100101252,ITM-003,Capacitor 100uF,PCS,1019,SUP-1050,US/New York
PO-80154,GRN100101253,ITM-004,Silicone Sealant,TUB,1481,SUP-1050,US/New York
PO-80155,GRN100101254,ITM-005,Logic Chip,PCS,532,SUP-1050,Philippines/Manila
PO-80156,GRN100101255,ITM-001,High Precision Resistor,PCS,759,SUP-1001,US/New York
PO-80157,GRN100101256,ITM-002,Thermal Paste,TUB,1608,SUP-1001,Philippines/Manila
PO-80158,GRN100101257,ITM-003,Capacitor 100uF,PCS,489,SUP-1001,Taiwan/Taipei
PO-80159,GRN100101258,ITM-004,Silicone Sealant,TUB,545,SUP-1001,US/New York
PO-80160,GRN100101259,ITM-005,Logic Chip,PCS,1555,SUP-1001,Philippines/Manila
PO-80161,GRN100101260,ITM-001,High Precision Resistor,PCS,1525,SUP-1002,US/New York
PO-80162,GRN100101261,ITM-002,Thermal Paste,TUB,1700,SUP-1002,US/New York
PO-80163,GRN100101262,ITM-003,Capacitor 100uF,PCS,1090,SUP-1002,Philippines/Manila
PO-80164,GRN100101263,ITM-004,Silicone Sealant,TUB,1801,SUP-1002,Philippines/Manila
PO-80165,GRN100101264,ITM-005,Logic Chip,PCS,674,SUP-1002,Taiwan/Taipei
PO-80166,GRN100101265,ITM-001,High Precision Resistor,PCS,1577,SUP-1003,Taiwan/Taipei
PO-80167,GRN100101266,ITM-002,Thermal Paste,TUB,1326,SUP-1003,US/New York
PO-80168,GRN100101267,ITM-003,Capacitor 100uF,PCS,594,SUP-1003,Philippines/Manila
PO-80169,GRN100101268,ITM-004,Silicone Sealant,TUB,1674,SUP-1003,Philippines/Manila
PO-80170,GRN100101269,ITM-005,Logic Chip,PCS,1601,SUP-1003,US/New York
PO-80171,GRN100101270,ITM-001,High Precision Resistor,PCS,898,SUP-1004,US/New York
PO-80172,GRN100101271,ITM-002,Thermal Paste,TUB,566,SUP-1004,Taiwan/Taipei
PO-80173,GRN100101272,ITM-003,Capacitor 100uF,PCS,1587,SUP-1004,Philippines/Manila
PO-80174,GRN100101273,ITM-004,Silicone Sealant,TUB,1107,SUP-1004,US/New York
PO-80175,GRN100101274,ITM-005,Logic Chip,PCS,903,SUP-1004,Philippines/Manila
PO-80176,GRN100101275,ITM-001,High Precision Resistor,PCS,1584,SUP-1005,Philippines/Manila
PO-80177,GRN100101276,ITM-002,Thermal Paste,TUB,1626,SUP-1005,Philippines/Manila
PO-80178,GRN100101277,ITM-003,Capacitor 100uF,PCS,1677,SUP-1005,US/New York
PO-80179,GRN100101278,ITM-004,Silicone Sealant,TUB,1094,SUP-1005,Philippines/Manila
PO-80180,GRN100101279,ITM-005,Logic Chip,PCS,1202,SUP-1005,Philippines/Manila
PO-80181,GRN100101280,ITM-001,High Precision Resistor,PCS,798,SUP-1006,Taiwan/Taipei
PO-80182,GRN100101281,ITM-002,Thermal Paste,TUB,724,SUP-1006,Taiwan/Taipei
PO-80183,GRN100101282,ITM-003,Capacitor 100uF,PCS,1305,SUP-1006,US/New York
PO-80184,GRN100101283,ITM-004,Silicone Sealant,TUB,1396,SUP-1006,Taiwan/Taipei
PO-80185,GRN100101284,ITM-005,Logic Chip,PCS,1667,SUP-1006,Philippines/Manila
PO-80186,GRN100101285,ITM-001,High Precision Resistor,PCS,1182,SUP-1007,Philippines/Manila
PO-80187,GRN100101286,ITM-002,Thermal Paste,TUB,657,SUP-1007,Taiwan/Taipei
PO-80188,GRN100101287,ITM-003,Capacitor 100uF,PCS,1054,SUP-1007,Taiwan/Taipei
PO-80189,GRN100101288,ITM-004,Silicone Sealant,TUB,1536,SUP-1007,US/New York
PO-80190,GRN100101289,ITM-005,Logic Chip,PCS,748,SUP-1007,Taiwan/Taipei
PO-80191,GRN100101290,ITM-001,High Precision Resistor,PCS,1587,SUP-1008,US/New York
PO-80192,GRN100101291,ITM-002,Thermal Paste,TUB,1459,SUP-1008,US/New York
PO-80193,GRN100101292,ITM-003,Capacitor 100uF,PCS,1494,SUP-1008,Taiwan/Taipei
PO-80194,GRN100101293,ITM-004,Silicone Sealant,TUB,986,SUP-1008,US/New York
PO-80195,GRN100101294,ITM-005,Logic Chip,PCS,1238,SUP-1008,Taiwan/Taipei
PO-80196,GRN100101295,ITM-001,High Precision Resistor,PCS,1348,SUP-1009,Taiwan/Taipei
PO-80197,GRN100101296,ITM-002,Thermal Paste,TUB,1352,SUP-1009,US/New York
PO-80198,GRN100101297,ITM-003,Capacitor 100uF,PCS,1470,SUP-1009,Philippines/Manila
PO-80199,GRN100101298,ITM-004,Silicone Sealant,TUB,818,SUP-1009,US/New York
PO-80200,GRN100101299,ITM-005,Logic Chip,PCS,1428,SUP-1009,US/New York
PO-80201,GRN100101300,ITM-001,High Precision Resistor,PCS,1500,SUP-1010,Taiwan/Taipei
PO-80202,GRN100101301,ITM-002,Thermal Paste,TUB,1734,SUP-1010,Taiwan/Taipei
PO-80203,GRN100101302,ITM-003,Capacitor 100uF,PCS,937,SUP-1010,US/New York
PO-80204,GRN100101303,ITM-004,Silicone Sealant,TUB,1105,SUP-1010,Taiwan/Taipei
PO-80205,GRN100101304,ITM-005,Logic Chip,PCS,1682,SUP-1010,Taiwan/Taipei
PO-80206,GRN100101305,ITM-001,High Precision Resistor,PCS,853,SUP-1011,Philippines/Manila
PO-80207,GRN100101306,ITM-002,Thermal Paste,TUB,955,SUP-1011,Philippines/Manila
PO-80208,GRN100101307,ITM-003,Capacitor 100uF,PCS,686,SUP-1011,Taiwan/Taipei
PO-80209,GRN100101308,ITM-004,Silicone Sealant,TUB,1457,SUP-1011,Philippines/Manila
PO-80210,GRN100101309,ITM-005,Logic Chip,PCS,1419,SUP-1011,Taiwan/Taipei
PO-80211,GRN100101310,ITM-001,High Precision Resistor,PCS,667,SUP-1012,Philippines/Manila
PO-80212,GRN100101311,ITM-002,Thermal Paste,TUB,869,SUP-1012,US/New York
PO-80213,GRN100101312,ITM-003,Capacitor 100uF,PCS,696,SUP-1012,US/New York
PO-80214,GRN100101313,ITM-004,Silicone Sealant,TUB,1158,SUP-1012,US/New York
PO-80215,GRN100101314,ITM-005,Logic Chip,PCS,1547,SUP-1012,Taiwan/Taipei
PO-80216,GRN100101315,ITM-001,High Precision Resistor,PCS,1082,SUP-1013,Philippines/Manila
PO-80217,GRN100101316,ITM-002,Thermal Paste,TUB,1575,SUP-1013,Taiwan/Taipei
PO-80218,GRN100101317,ITM-003,Capacitor 100uF,PCS,1230,SUP-1013,US/New York
PO-80219,GRN100101318,ITM-004,Silicone Sealant,TUB,1002,SUP-1013,Taiwan/Taipei
PO-80220,GRN100101319,ITM-005,Logic Chip,PCS,1702,SUP-1013,US/New York
PO-80221,GRN100101320,ITM-001,High Precision Resistor,PCS,600,SUP-1014,Taiwan/Taipei
PO-80222,GRN100101321,ITM-002,Thermal Paste,TUB,1752,SUP-1014,Taiwan/Taipei
PO-80223,GRN100101322,ITM-003,Capacitor 100uF,PCS,1246,SUP-1014,Taiwan/Taipei
PO-80224,GRN100101323,ITM-004,Silicone Sealant,TUB,642,SUP-1014,US/New York
PO-80225,GRN100101324,ITM-005,Logic Chip,PCS,1921,SUP-1014,US/New York
PO-80226,GRN100101325,ITM-001,High Precision Resistor,PCS,874,SUP-1015,US/New York
PO-80227,GRN100101326,ITM-002,Thermal Paste,TUB,548,SUP-1015,US/New York
PO-80228,GRN100101327,ITM-003,Capacitor 100uF,PCS,1463,SUP-1015,US/New York
PO-80229,GRN100101328,ITM-004,Silicone Sealant,TUB,1038,SUP-1015,Taiwan/Taipei
PO-80230,GRN100101329,ITM-005,Logic Chip,PCS,1498,SUP-1015,Taiwan/Taipei
PO-80231,GRN100101330,ITM-001,High Precision Resistor,PCS,952,SUP-1016,US/New York
PO-80232,GRN100101331,ITM-002,Thermal Paste,TUB,1290,SUP-1016,US/New York
PO-80233,GRN100101332,ITM-003,Capacitor 100uF,PCS,1419,SUP-1016,Taiwan/Taipei
PO-80234,GRN100101333,ITM-004,Silicone Sealant,TUB,1354,SUP-1016,US/New York
PO-80235,GRN100101334,ITM-005,Logic Chip,PCS,512,SUP-1016,US/New York
PO-80236,GRN100101335,ITM-001,High Precision Resistor,PCS,1384,SUP-1017,Taiwan/Taipei
PO-80237,GRN100101336,ITM-002,Thermal Paste,TUB,1014,SUP-1017,Taiwan/Taipei
PO-80238,GRN100101337,ITM-003,Capacitor 100uF,PCS,577,SUP-1017,Taiwan/Taipei
PO-80239,GRN100101338,ITM-004,Silicone Sealant,TUB,1467,SUP-1017,US/New York
PO-80240,GRN100101339,ITM-005,Logic Chip,PCS,713,SUP-1017,US/New York
PO-80241,GRN100101340,ITM-001,High Precision Resistor,PCS,1142,SUP-1018,Philippines/Manila
PO-80242,GRN100101341,ITM-002,Thermal Paste,TUB,1579,SUP-1018,Philippines/Manila
PO-80243,GRN100101342,ITM-003,Capacitor 100uF,PCS,1838,SUP-1018,Philippines/Manila
PO-80244,GRN100101343,ITM-004,Silicone Sealant,TUB,1302,SUP-1018,Taiwan/Taipei
PO-80245,GRN100101344,ITM-005,Logic Chip,PCS,537,SUP-1018,Philippines/Manila
PO-80246,GRN100101345,ITM-001,High Precision Resistor,PCS,554,SUP-1019,Philippines/Manila
PO-80247,GRN100101346,ITM-002,Thermal Paste,TUB,958,SUP-1019,Taiwan/Taipei
PO-80248,GRN100101347,ITM-003,Capacitor 100uF,PCS,1857,SUP-1019,US/New York
PO-80249,GRN100101348,ITM-004,Silicone Sealant,TUB,717,SUP-1019,Philippines/Manila
PO-80250,GRN100101349,ITM-005,Logic Chip,PCS,1145,SUP-1019,Philippines/Manila
PO-80251,GRN100101350,ITM-001,High Precision Resistor,PCS,1457,SUP-1020,US/New York
PO-80252,GRN100101351,ITM-002,Thermal Paste,TUB,1336,SUP-1020,US/New York
PO-80253,GRN100101352,ITM-003,Capacitor 100uF,PCS,1256,SUP-1020,US/New York
PO-80254,GRN100101353,ITM-004,Silicone Sealant,TUB,926,SUP-1020,US/New York
PO-80255,GRN100101354,ITM-005,Logic Chip,PCS,1513,SUP-1020,Taiwan/Taipei
PO-80256,GRN100101355,ITM-001,High Precision Resistor,PCS,1581,SUP-1021,Philippines/Manila
PO-80257,GRN100101356,ITM-002,Thermal Paste,TUB,964,SUP-1021,US/New York
PO-80258,GRN100101357,ITM-003,Capacitor 100uF,PCS,1242,SUP-1021,Philippines/Manila
PO-80259,GRN100101358,ITM-004,Silicone Sealant,TUB,1216,SUP-1021,Taiwan/Taipei
PO-80260,GRN100101359,ITM-005,Logic Chip,PCS,1414,SUP-1021,US/New York
PO-80261,GRN100101360,ITM-001,High Precision Resistor,PCS,1171,SUP-1022,Philippines/Manila
PO-80262,GRN100101361,ITM-002,Thermal Paste,TUB,706,SUP-1022,Philippines/Manila
PO-80263,GRN100101362,ITM-003,Capacitor 100uF,PCS,1516,SUP-1022,Taiwan/Taipei
PO-80264,GRN100101363,ITM-004,Silicone Sealant,TUB,604,SUP-1022,US/New York
PO-80265,GRN100101364,ITM-005,Logic Chip,PCS,940,SUP-1022,US/New York
PO-80266,GRN100101365,ITM-001,High Precision Resistor,PCS,967,SUP-1023,US/New York
PO-80267,GRN100101366,ITM-002,Thermal Paste,TUB,1504,SUP-1023,Philippines/Manila
PO-80268,GRN100101367,ITM-003,Capacitor 100uF,PCS,1005,SUP-1023,US/New York
PO-80269,GRN100101368,ITM-004,Silicone Sealant,TUB,862,SUP-1023,Taiwan/Taipei
PO-80270,GRN100101369,ITM-005,Logic Chip,PCS,1177,SUP-1023,Taiwan/Taipei
PO-80271,GRN100101370,ITM-001,High Precision Resistor,PCS,1267,SUP-1024,Taiwan/Taipei
PO-80272,GRN100101371,ITM-002,Thermal Paste,TUB,799,SUP-1024,Philippines/Manila
PO-80273,GRN100101372,ITM-003,Capacitor 100uF,PCS,816,SUP-1024,US/New York
PO-80274,GRN100101373,ITM-004,Silicone Sealant,TUB,513,SUP-1024,Taiwan/Taipei
PO-80275,GRN100101374,ITM-005,Logic Chip,PCS,1383,SUP-1024,US/New York
PO-80276,GRN100101375,ITM-001,High Precision Resistor,PCS,559,SUP-1025,US/New York
PO-80277,GRN100101376,ITM-002,Thermal Paste,TUB,1313,SUP-1025,Taiwan/Taipei
PO-80278,GRN100101377,ITM-003,Capacitor 100uF,PCS,1094,SUP-1025,US/New York
PO-80279,GRN100101378,ITM-004,Silicone Sealant,TUB,1016,SUP-1025,Taiwan/Taipei
PO-80280,GRN100101379,ITM-005,Logic Chip,PCS,1453,SUP-1025,US/New York
PO-80281,GRN100101380,ITM-001,High Precision Resistor,PCS,1949,SUP-1026,Taiwan/Taipei
PO-80282,GRN100101381,ITM-002,Thermal Paste,TUB,571,SUP-1026,Taiwan/Taipei
PO-80283,GRN100101382,ITM-003,Capacitor 100uF,PCS,795,SUP-1026,Philippines/Manila
PO-80284,GRN100101383,ITM-004,Silicone Sealant,TUB,621,SUP-1026,US/New York
PO-80285,GRN100101384,ITM-005,Logic Chip,PCS,1584,SUP-1026,Taiwan/Taipei
PO-80286,GRN100101385,ITM-001,High Precision Resistor,PCS,1256,SUP-1027,Taiwan/Taipei
PO-80287,GRN100101386,ITM-002,Thermal Paste,TUB,1371,SUP-1027,Philippines/Manila
PO-80288,GRN100101387,ITM-003,Capacitor 100uF,PCS,1207,SUP-1027,Philippines/Manila
PO-80289,GRN100101388,ITM-004,Silicone Sealant,TUB,1058,SUP-1027,US/New York
PO-80290,GRN100101389,ITM-005,Logic Chip,PCS,818,SUP-1027,US/New York
PO-80291,GRN100101390,ITM-001,High Precision Resistor,PCS,946,SUP-1028,Philippines/Manila
PO-80292,GRN100101391,ITM-002,Thermal Paste,TUB,1678,SUP-1028,Philippines/Manila
PO-80293,GRN100101392,ITM-003,Capacitor 100uF,PCS,1740,SUP-1028,US/New York
PO-80294,GRN100101393,ITM-004,Silicone Sealant,TUB,1186,SUP-1028,US/New York
PO-80295,GRN100101394,ITM-005,Logic Chip,PCS,1848,SUP-1028,Philippines/Manila
PO-80296,GRN100101395,ITM-001,High Precision Resistor,PCS,951,SUP-1029,US/New York
PO-80297,GRN100101396,ITM-002,Thermal Paste,TUB,1226,SUP-1029,US/New York
PO-80298,GRN100101397,ITM-003,Capacitor 100uF,PCS,1379,SUP-1029,US/New York
PO-80299,GRN100101398,ITM-004,Silicone Sealant,TUB,619,SUP-1029,US/New York
PO-80300,GRN100101399,ITM-005,Logic Chip,PCS,1023,SUP-1029,Taiwan/Taipei
PO-80301,GRN100101400,ITM-001,High Precision Resistor,PCS,1006,SUP-1030,Taiwan/Taipei
PO-80302,GRN100101401,ITM-002,Thermal Paste,TUB,1209,SUP-1030,Taiwan/Taipei
PO-80303,GRN100101402,ITM-003,Capacitor 100uF,PCS,1166,SUP-1030,Taiwan/Taipei
PO-80304,GRN100101403,ITM-004,Silicone Sealant,TUB,1233,SUP-1030,Philippines/Manila
PO-80305,GRN100101404,ITM-005,Logic Chip,PCS,1668,SUP-1030,Philippines/Manila
PO-80306,GRN100101405,ITM-001,High Precision Resistor,PCS,1709,SUP-1031,US/New York
PO-80307,GRN100101406,ITM-002,Thermal Paste,TUB,1802,SUP-1031,Taiwan/Taipei
PO-80308,GRN100101407,ITM-003,Capacitor 100uF,PCS,1815,SUP-1031,US/New York
PO-80309,GRN100101408,ITM-004,Silicone Sealant,TUB,603,SUP-1031,Philippines/Manila
PO-80310,GRN100101409,ITM-005,Logic Chip,PCS,681,SUP-1031,Taiwan/Taipei
PO-80311,GRN100101410,ITM-001,High Precision Resistor,PCS,909,SUP-1032,Taiwan/Taipei
PO-80312,GRN100101411,ITM-002,Thermal Paste,TUB,1353,SUP-1032,Taiwan/Taipei
PO-80313,GRN100101412,ITM-003,Capacitor 100uF,PCS,478,SUP-1032,Taiwan/Taipei
PO-80314,GRN100101413,ITM-004,Silicone Sealant,TUB,1429,SUP-1032,US/New York
PO-80315,GRN100101414,ITM-005,Logic Chip,PCS,1791,SUP-1032,US/New York
PO-80316,GRN100101415,ITM-001,High Precision Resistor,PCS,1195,SUP-1033,Philippines/Manila
PO-80317,GRN100101416,ITM-002,Thermal Paste,TUB,1377,SUP-1033,Taiwan/Taipei
PO-80318,GRN100101417,ITM-003,Capacitor 100uF,PCS,1106,SUP-1033,Philippines/Manila
PO-80319,GRN100101418,ITM-004,Silicone Sealant,TUB,921,SUP-1033,Philippines/Manila
PO-80320,GRN100101419,ITM-005,Logic Chip,PCS,1131,SUP-1033,Taiwan/Taipei
PO-80321,GRN100101420,ITM-001,High Precision Resistor,PCS,1016,SUP-1034,Philippines/Manila
PO-80322,GRN100101421,ITM-002,Thermal Paste,TUB,1422,SUP-1034,Philippines/Manila
PO-80323,GRN100101422,ITM-003,Capacitor 100uF,PCS,1324,SUP-1034,US/New York
PO-80324,GRN100101423,ITM-004,Silicone Sealant,TUB,1343,SUP-1034,Philippines/Manila
PO-80325,GRN100101424,ITM-005,Logic Chip,PCS,1221,SUP-1034,Philippines/Manila
PO-80326,GRN100101425,ITM-001,High Precision Resistor,PCS,1321,SUP-1035,Taiwan/Taipei
PO-80327,GRN100101426,ITM-002,Thermal Paste,TUB,1825,SUP-1035,Taiwan/Taipei
PO-80328,GRN100101427,ITM-003,Capacitor 100uF,PCS,1755,SUP-1035,Taiwan/Taipei
PO-80329,GRN100101428,ITM-004,Silicone Sealant,TUB,671,SUP-1035,Taiwan/Taipei
PO-80330,GRN100101429,ITM-005,Logic Chip,PCS,668,SUP-1035,Philippines/Manila
PO-80331,GRN100101430,ITM-001,High Precision Resistor,PCS,1516,SUP-1036,Philippines/Manila
PO-80332,GRN100101431,ITM-002,Thermal Paste,TUB,944,SUP-1036,US/New York
PO-80333,GRN100101432,ITM-003,Capacitor 100uF,PCS,1276,SUP-1036,Philippines/Manila
PO-80334,GRN100101433,ITM-004,Silicone Sealant,TUB,920,SUP-1036,Taiwan/Taipei
PO-80335,GRN100101434,ITM-005,Logic Chip,PCS,1290,SUP-1036,Taiwan/Taipei
PO-80336,GRN100101435,ITM-001,High Precision Resistor,PCS,1066,SUP-1037,Taiwan/Taipei
PO-80337,GRN100101436,ITM-002,Thermal Paste,TUB,744,SUP-1037,Philippines/Manila
PO-80338,GRN100101437,ITM-003,Capacitor 100uF,PCS,1242,SUP-1037,Taiwan/Taipei
PO-80339,GRN100101438,ITM-004,Silicone Sealant,TUB,1750,SUP-1037,Philippines/Manila
PO-80340,GRN100101439,ITM-005,Logic Chip,PCS,1791,SUP-1037,US/New York
PO-80341,GRN100101440,ITM-001,High Precision Resistor,PCS,680,SUP-1038,Philippines/Manila
PO-80342,GRN100101441,ITM-002,Thermal Paste,TUB,1593,SUP-1038,US/New York
PO-80343,GRN100101442,ITM-003,Capacitor 100uF,PCS,1165,SUP-1038,Philippines/Manila
PO-80344,GRN100101443,ITM-004,Silicone Sealant,TUB,1232,SUP-1038,Philippines/Manila
PO-80345,GRN100101444,ITM-005,Logic Chip,PCS,655,SUP-1038,Philippines/Manila
PO-80346,GRN100101445,ITM-001,High Precision Resistor,PCS,751,SUP-1039,Philippines/Manila
PO-80347,GRN100101446,ITM-002,Thermal Paste,TUB,1194,SUP-1039,Taiwan/Taipei
PO-80348,GRN100101447,ITM-003,Capacitor 100uF,PCS,1324,SUP-1039,Taiwan/Taipei
PO-80349,GRN100101448,ITM-004,Silicone Sealant,TUB,861,SUP-1039,Taiwan/Taipei
PO-80350,GRN100101449,ITM-005,Logic Chip,PCS,1286,SUP-1039,Philippines/Manila
PO-80351,GRN100101450,ITM-001,High Precision Resistor,PCS,1718,SUP-1040,Taiwan/Taipei
PO-80352,GRN100101451,ITM-002,Thermal Paste,TUB,1419,SUP-1040,Philippines/Manila
PO-80353,GRN100101452,ITM-003,Capacitor 100uF,PCS,987,SUP-1040,Philippines/Manila
PO-80354,GRN100101453,ITM-004,Silicone Sealant,TUB,1266,SUP-1040,Philippines/Manila
PO-80355,GRN100101454,ITM-005,Logic Chip,PCS,1572,SUP-1040,US/New York
PO-80356,GRN100101455,ITM-001,High Precision Resistor,PCS,1600,SUP-1041,Taiwan/Taipei
PO-80357,GRN100101456,ITM-002,Thermal Paste,TUB,1005,SUP-1041,Taiwan/Taipei
PO-80358,GRN100101457,ITM-003,Capacitor 100uF,PCS,1555,SUP-1041,Philippines/Manila
PO-80359,GRN100101458,ITM-004,Silicone Sealant,TUB,1147,SUP-1041,Philippines/Manila
PO-80360,GRN100101459,ITM-005,Logic Chip,PCS,1768,SUP-1041,Philippines/Manila
PO-80361,GRN100101460,ITM-001,High Precision Resistor,PCS,1493,SUP-1042,Philippines/Manila
PO-80362,GRN100101461,ITM-002,Thermal Paste,TUB,900,SUP-1042,US/New York
PO-80363,GRN100101462,ITM-003,Capacitor 100uF,PCS,1394,SUP-1042,US/New York
PO-80364,GRN100101463,ITM-004,Silicone Sealant,TUB,1506,SUP-1042,Taiwan/Taipei
PO-80365,GRN100101464,ITM-005,Logic Chip,PCS,1513,SUP-1042,Taiwan/Taipei
PO-80366,GRN100101465,ITM-001,High Precision Resistor,PCS,482,SUP-1043,Philippines/Manila
PO-80367,GRN100101466,ITM-002,Thermal Paste,TUB,1739,SUP-1043,Taiwan/Taipei
PO-80368,GRN100101467,ITM-003,Capacitor 100uF,PCS,1118,SUP-1043,Taiwan/Taipei
PO-80369,GRN100101468,ITM-004,Silicone Sealant,TUB,717,SUP-1043,Philippines/Manila
PO-80370,GRN100101469,ITM-005,Logic Chip,PCS,938,SUP-1043,Taiwan/Taipei
PO-80371,GRN100101470,ITM-001,High Precision Resistor,PCS,1411,SUP-1044,Philippines/Manila
PO-80372,GRN100101471,ITM-002,Thermal Paste,TUB,1768,SUP-1044,Philippines/Manila
PO-80373,GRN100101472,ITM-003,Capacitor 100uF,PCS,1504,SUP-1044,Philippines/Manila
PO-80374,GRN100101473,ITM-004,Silicone Sealant,TUB,1463,SUP-1044,Taiwan/Taipei
PO-80375,GRN100101474,ITM-005,Logic Chip,PCS,1892,SUP-1044,US/New York
PO-80376,GRN100101475,ITM-001,High Precision Resistor,PCS,1692,SUP-1045,US/New York
PO-80377,GRN100101476,ITM-002,Thermal Paste,TUB,1362,SUP-1045,Taiwan/Taipei
PO-80378,GRN100101477,ITM-003,Capacitor 100uF,PCS,961,SUP-1045,US/New York
PO-80379,GRN100101478,ITM-004,Silicone Sealant,TUB,1500,SUP-1045,Philippines/Manila
PO-80380,GRN100101479,ITM-005,Logic Chip,PCS,978,SUP-1045,US/New York
PO-80381,GRN100101480,ITM-001,High Precision Resistor,PCS,1684,SUP-1046,Taiwan/Taipei
PO-80382,GRN100101481,ITM-002,Thermal Paste,TUB,1757,SUP-1046,Taiwan/Taipei
PO-80383,GRN100101482,ITM-003,Capacitor 100uF,PCS,486,SUP-1046,US/New York
PO-80384,GRN100101483,ITM-004,Silicone Sealant,TUB,807,SUP-1046,Taiwan/Taipei
PO-80385,GRN100101484,ITM-005,Logic Chip,PCS,855,SUP-1046,US/New York
PO-80386,GRN100101485,ITM-001,High Precision Resistor,PCS,761,SUP-1047,Taiwan/Taipei
PO-80387,GRN100101486,ITM-002,Thermal Paste,TUB,807,SUP-1047,US/New York
PO-80388,GRN100101487,ITM-003,Capacitor 100uF,PCS,526,SUP-1047,Philippines/Manila
PO-80389,GRN100101488,ITM-004,Silicone Sealant,TUB,1802,SUP-1047,Taiwan/Taipei
PO-80390,GRN100101489,ITM-005,Logic Chip,PCS,1363,SUP-1047,Taiwan/Taipei
PO-80391,GRN100101490,ITM-001,High Precision Resistor,PCS,1928,SUP-1048,US/New York
PO-80392,GRN100101491,ITM-002,Thermal Paste,TUB,1915,SUP-1048,Philippines/Manila
PO-80393,GRN100101492,ITM-003,Capacitor 100uF,PCS,925,SUP-1048,Philippines/Manila
PO-80394,GRN100101493,ITM-004,Silicone Sealant,TUB,629,SUP-1048,US/New York
PO-80395,GRN100101494,ITM-005,Logic Chip,PCS,1655,SUP-1048,Philippines/Manila
PO-80396,GRN100101495,ITM-001,High Precision Resistor,PCS,1574,SUP-1049,US/New York
PO-80397,GRN100101496,ITM-002,Thermal Paste,TUB,786,SUP-1049,Philippines/Manila
PO-80398,GRN100101497,ITM-003,Capacitor 100uF,PCS,1127,SUP-1049,US/New York
PO-80399,GRN100101498,ITM-004,Silicone Sealant,TUB,711,SUP-1049,Taiwan/Taipei
PO-80400,GRN100101499,ITM-005,Logic Chip,PCS,527,SUP-1049,US/New York
PO-80401,GRN100101500,ITM-001,High Precision Resistor,PCS,1664,SUP-1050,Philippines/Manila
PO-80402,GRN100101501,ITM-002,Thermal Paste,TUB,1405,SUP-1050,US/New York
PO-80403,GRN100101502,ITM-003,Capacitor 100uF,PCS,878,SUP-1050,US/New York
PO-80404,GRN100101503,ITM-004,Silicone Sealant,TUB,640,SUP-1050,Taiwan/Taipei
